Substation Long Name,Substation Name,Unit Name,Unit Short Name,Node Name,Node/Unit ID,Zone ID,Reserve ID,RSP Area,Dispatch Zone,DRRAZ ID,Latitude,Longitude
LAUREL ENERGY,LAUREL,MIDDLETOWN 14,MI14,UN.LAUREL  13.8MI14,37367,4004,7002,CT,Western CT,7604,41.55459,-72.578162
LAUREL ENERGY,LAUREL,MIDDLETOWN 15,MI15,UN.LAUREL  13.8MI15,37368,4004,7002,CT,Western CT,7604,41.55459,-72.578162
LAUREL CIRCLE,LAUREL_C,,,LD.LAUREL_C13.8,4263,4007,7000,CMA/NEMA,Central MA,7616,42.531054,-71.670175
LEWISTON LOWER,LEWSTN_L,,,LD.LEWSTN_L12.5,46637,4001,7000,ME,Maine,7606,44.0868,-70.2118
LEXINGTON,LEXINGTN,,,LD.LEXINGTN13.8,4085,4008,7003,BOSTON,Boston,7608,42.445149,-71.266294
LIMEKILN,LIMEKILN,,,LD.LIMEKILN34.5,36893,4003,7000,VT,Northwest Vermont,7614,44.4874,-73.1707
LINCOLNVILLE,LINCOLNV,,,LD.LINCOLNV34.5,4144,4001,7000,ME,Maine,7606,44.306981,-69.114129
LISBON,LISBON,LISBON RESOURCE RECOVERY,LISB,UN.LISBON  115 LISB,462,4004,7002,CT,Eastern CT,7600,41.584147,-72.041268
LITCHFIELD STREET,LITCHFLD,,,LD.LITCHFLD13.8,4328,4007,7000,WMA,Western MA,7618,42.508564,-71.745492
LITTLETON,LITTLTN,,,LD.LITTLTN 25,4484,4007,7000,CMA/NEMA,Central MA,7616,42.57086,-71.524129
LONGHILL,LONGHILL,,,LD.LONGHILL34.5,4410,4002,7000,NH,New Hampshire,7610,42.732333,-71.4525
LOST NATION,LOSTNATN,,,LD.LOSTNATN34.5,4381,4002,7000,NH,New Hampshire,7610,44.594173,-71.494281
LOST NATION,LOSTNATN,LOST NATION,LOST,UN.LOSTNATN34.5LOST,464,4002,7000,NH,New Hampshire,7610,44.594173,-71.494281
LOUDEN,LOUDEN,,,LD.LOUDEN  34.5,4187,4001,7000,SME,Portland Maine,7607,43.529042,-70.503201
LOUDEN,LOUDEN,SKELTON,SKEL,UN.LOUDEN  34.5SKEL,569,4001,7000,SME,Portland Maine,7607,43.529042,-70.503201
LOUDEN,LOUDEN,CATARACT EAST,CATR,UN.LOUDEN  34.5CATR,369,4001,7000,SME,Portland Maine,7607,43.529042,-70.503201
LOVELL,LOVELL,,,LD.LOVELL  34.5,4193,4001,7000,ME,Maine,7606,44.121765,-70.888735
LOWER DEERFIELD,LOWRDFLD,,,LD.LOWRDFLD69,4313,4007,7000,WMA,Western MA,7618,42.479239,-72.596342
LOWER DEERFIELD,LOWRDFLD,DEERFIELD 2/LWR DRFIELD,LOWD,UN.LOWRDFLD69  LOWD,465,4007,7000,WMA,Western MA,7618,42.479239,-72.596342
LUDDEN LANE,LUDDN_LN,CANTON MOUNTAIN WIND,CANW,UN.LUDDN_LN34.5CANW,38738,4001,7000,ME,Maine,7606,44.496498,-70.336998
LUDDEN LANE,LUDDN_LN,SADDLEBACK RIDGE WIND,SADW,UN.LUDDN_LN34.5SADW,38173,4001,7000,ME,Maine,7606,44.496498,-70.336998
LUDDEN LANE,LUDDN_LN,,,LD.LUDDN_LN34.5,49024,4001,7000,ME,Maine,7606,44.496498,-70.336998
LUDLOW,LUDLOW,,,LD.LUDLOW  13.8,4489,4007,7000,WMA,Western MA,7618,42.195587,-72.447711
LIVERMORE AEI,LVER-AEI,REENERGY LIVERMORE FALLS,LIVR,UN.LVER-AEI115 LIVR,463,4001,7000,ME,Maine,7606,44.431785,-70.161694
LIVERMORE FALLS,LVERMORE,,,LD.LVERMORE12.5,4161,4001,7000,ME,Maine,7606,44.478414,-70.171825
LYNDONVILLE,LYNDONVL,,,LD.LYNDONVL34.5,36981,4003,7000,VT,Northwest Vermont,7614,44.53583,-72.00528
LYNN,LYNN,,,LD.LYNN    23,4336,4008,7003,BOSTON,Boston,7608,42.455049,-70.951692
LYNN,LYNN,,,LD.LYNN    13.8,16846,4008,7003,BOSTON,Boston,7608,42.455049,-70.951692
MADBURY,MADBURY,,,LD.MADBURY 34.5,4418,4002,7000,NH,New Hampshire,7610,43.1605,-70.931
MAMMOTH ROAD,MAMOTHRD,,,LD.MAMOTHRD34.5,4404,4002,7000,NH,New Hampshire,7610,42.878574,-71.383318
MANCHESTER,MANCHSTR,,,LD.MANCHSTR23,4491,4004,7002,CT,Northern CT,7601,41.771186,-72.558048
MANOMET,MANOMET,,,LD.MANOMET 23,4231,4006,7000,SEMA,Lower SEMA,7612,41.91902,-70.577341
MANSFIELD,MANSFLD,,,LD.MANSFLD 13.8,4480,4006,7000,RI,SEMA,7613,42.028428,-71.222198
MAPLEWOOD,MAPLWOOD,,,LD.MAPLWOOD13.8,4334,4008,7003,BOSTON,Boston,7608,42.4316,-71.0386
MARSHFIELD,MARSHFEL,,,LD.MARSHFEL23,4237,4006,7000,SEMA,Lower SEMA,7612,42.080428,-70.695077
MASHPEE,MASHPEE,,,LD.MASHPEE 23,4227,4006,7000,SEMA,Lower SEMA,7612,41.626446,-70.472609
MASON,MASON,,,LD.MASON   34.5,4128,4001,7000,ME,Maine,7606,43.9912,-69.6713
MAYNARD,MAYNARD,,,LD.MAYNARD 13.8110A LD,4878,4008,7003,BOSTON,Boston,7608,42.436527,-71.430627
MAYNARD,MAYNARD,,,LD.MAYNARD 13.8110B LD,4879,4008,7003,BOSTON,Boston,7608,42.436527,-71.430627
MBTA,MBTA,,,LD.MBTA    14.4,4093,4008,7003,BOSTON,Boston,7608,42.338887,-71.033655
MBTA,MBTA,M STREET JET,MBTA,UN.MBTA    14.4MBTA,472,4008,7003,BOSTON,Boston,7608,42.338887,-71.033655
MEADOW BROOK,MEABROOK,,,LD.MEABROOK23,4273,4007,7000,CMA/NEMA,Central MA,7616,42.612205,-71.326171
MEADOW BROOK,MEABROOK,,,LD.MEABROOK13.2,47997,4007,7000,CMA/NEMA,Central MA,7616,42.612205,-71.326171
MEADOW ROAD,MEADW_RD,,,LD.MEADW_RD34.5,4145,4001,7000,ME,Maine,7606,44.175534,-69.121304
MEDWAY,MEDWAY,,,LD.MEDWAY  13.8,4119,4006,7000,RI,SEMA,7613,42.136506,-71.447557
MEDWAY,MEDWAY,WEST MEDWAY JET 4,WMJ4,UN.MEDWAY  13.8WMJ4,50115,4006,7000,RI,SEMA,7613,42.136506,-71.447557
MEDWAY,MEDWAY,WEST MEDWAY JET 5,WMJ5,UN.MEDWAY  13.8WMJ5,50116,4006,7000,RI,SEMA,7613,42.136506,-71.447557
WEST MEDWAY J3,MEDWAYJ3,WEST MEDWAY JET 3,WMJ3,UN.MEDWAYJ313.8WMJ3,627,4006,7000,RI,SEMA,7613,42.136586,-71.447523
MELROSE,MELROSE,,,LD.MELROSE 13.8,12104,4008,7003,BOSTON,Boston,7608,42.469644,-71.050499
MELROSE,MELROSE,,,LD.MELROSE 23,4259,4008,7003,BOSTON,Boston,7608,42.469644,-71.050499
MERRIMACK,MERIMACK,MERRIMACK CT1,CT-1,UN.MERIMACK13.8CT-1,382,4002,7000,NH,New Hampshire,7610,43.1406,-71.4702
MERRIMACK,MERIMACK,MERRIMACK CT2,CT-2,UN.MERIMACK13.8CT-2,383,4002,7000,NH,New Hampshire,7610,43.1406,-71.4702
MERRIMACK,MERIMACK,MERRIMACK 1,MK1,UN.MERIMACK13.8MK1,489,4002,7000,NH,New Hampshire,7610,43.1406,-71.4702
MERRIMACK,MERIMACK,MERRIMACK 2,MK2,UN.MERIMACK23  MK2,490,4002,7000,NH,New Hampshire,7610,43.1406,-71.4702
ATHENS,ATHENSME,,,LD.ATHENSME12.5,37143,4001,7000,ME,Maine,7606,44.944722,-69.65925
ATHENS,ATHENSME,ATHENS ENERGY LLC_1,ATHN,UN.ATHENSME12.5ATHN,48960,4001,7000,ME,Maine,7606,44.944722,-69.65925
MAINE YANKEE,ME_YK,,,LD.ME_YK   13.2,13627,4001,7000,ME,Maine,7606,43.953613,-69.695511
MIDDLE STREET,MIDDLEST,,,LD.MIDDLEST34.5,48670,4001,7000,ME,Maine,7606,44.1011,-70.218734
MIDDLE STREET,MIDDLEST,,,LD.MIDDLEST12.5,48671,4001,7000,ME,Maine,7606,44.1011,-70.218734
MIDDLE STREET,MIDDLEST,MONTY,MONY,UN.MIDDLEST34.5MONY,495,4001,7000,ME,Maine,7606,44.1011,-70.218734
MIDDLESEX,MIDDLESX,,,LD.MIDDLESX34.5,4466,4003,7000,VT,Northwest Vermont,7614,44.289091,-72.67926
MIDDLESEX,MIDDLESX,WATERBURY 22,WATR,UN.MIDDLESX34.5WATR,614,4003,7000,VT,Northwest Vermont,7614,44.289091,-72.67926
MIDDLESEX,MIDDLESX,BOLTON FALLS,BOLT,UN.MIDDLESX34.5BOLT,346,4003,7000,VT,Northwest Vermont,7614,44.289091,-72.67926
MIDDLETOWN,MIDDLETN,MIDDLETOWN 10,MI10,UN.MIDDLETN115 MI10,478,4004,7002,CT,Western CT,7604,41.55459,-72.578162
MIDDLETOWN,MIDDLETN,MIDDLETOWN 2,MID2,UN.MIDDLETN13.2MID2,480,4004,7002,CT,Western CT,7604,41.55459,-72.578162
MIDDLETOWN,MIDDLETN,MIDDLETOWN 3,MID3,UN.MIDDLETN20.9MID3,481,4004,7002,CT,Western CT,7604,41.55459,-72.578162
MIDDLETON,MIDDLTON,,,LD.MIDDLTON23,4348,4008,7003,BOSTON,North Shore,7609,42.629475,-71.048713
MIDDLE STREET,MIDDL_ST,,,LD.MIDDL_ST13.8T1 LD,4880,4006,7000,SEMA,SEMA,7613,42.1559,-71.007
MIDDLE STREET,MIDDL_ST,,,LD.MIDDL_ST13.8T2 LD,4881,4006,7000,SEMA,SEMA,7613,42.1559,-71.007
MIDDLEBORO,MIDLBORO,,,LD.MIDLBORO14.4,4882,4006,7000,SEMA,SEMA,7613,41.89138,-70.903745
MIDDLEBURY,MIDLEBRY,,,LD.MIDLEBRY46,4457,4003,7000,VT,Northwest Vermont,7614,44.014308,-73.1336
MIDDLE RIVER,MIDLE_RV,,,LD.MIDLE_RV13.8,4597,4004,7001,SWCT,Western CT,7603,41.403904,-73.489234
MIDWAY,MIDWAY,,,LD.MIDWAY  13.8,4515,4007,7000,WMA,Springfield MA,7617,42.2873,-72.6182
MILFORD POWER,MILFD_CT,MILFORD POWER 1,MFD1,UN.MILFD_CT21  MFD1,1385,4004,7001,SWCT,Western CT,7603,41.227738,-73.098908
MILFORD POWER,MILFD_CT,MILFORD POWER 2,MFD2,UN.MILFD_CT21  MFD2,1386,4004,7001,SWCT,Western CT,7603,41.227738,-73.098908
MILFORD,MILFORD,MILFORD POWER,MILF,UN.MILFORD 13.8MILF,486,4006,7000,RI,SEMA,7613,42.129896,-71.511665
MILLBURY,MILLBURY,,,LD.MILLBURY13.8,14065,4007,7000,CMA/NEMA,Central MA,7616,42.188052,-71.73759
MILLBURY,MILLBURY,,,LD.MILLBURY69,4252,4007,7000,CMA/NEMA,Central MA,7616,42.188052,-71.73759
MILLBURY,MILLBURY,WMI MILLBURY 1,WMIM,UN.MILLBURY13.8WMIM,624,4007,7000,CMA/NEMA,Central MA,7616,42.188052,-71.73759
MILLENIUM,MILLENUM,MILLENNIUM,MILN,UN.MILLENUM16  MILN,1210,4007,7000,WMA,Western MA,7618,42.113389,-72.015333
MILL POND,MILL_PD,,,LD.MILL_PD 12.5,46716,4002,7000,NH,Seacoast,7611,43.0682,-70.7783
MILL RIVER,MILL_RV,,,LD.MILL_RV 13.8,4422,4004,7001,SWCT,Western CT,7603,41.308173,-72.908367
MILL STREET,MILL_ST,,,LD.MILL_ST 13.8,4211,4006,7000,SEMA,SEMA,7613,41.995483,-70.938088
MILLSTONE,MILSTONE,MILLSTONE POINT 2,MIL2,UN.MILSTONE24.0MIL2,484,4004,7002,CT,Eastern CT,7600,41.314877,-72.165371
MILLSTONE,MILSTONE,MILLSTONE POINT 3,MIL3,UN.MILSTONE24.0MIL3,485,4004,7002,CT,Eastern CT,7600,41.314877,-72.165371
MILLSTONE,MILSTONE,,,LD.MILSTONE345,4494,4004,7002,CT,Eastern CT,7600,41.314877,-72.165371
MILVON,MILVON,,,LD.MILVON  13.8,4432,4004,7001,SWCT,Western CT,7603,41.2123,-73.0809
MINK STREET,MINK,,,LD.MINK    23,47968,4006,7000,RI,SEMA,7613,41.790397,-71.330375
MINK STREET,MINK,,,LD.MINK    13.8,4296,4006,7000,RI,SEMA,7613,41.790397,-71.330375
MIX AVENUE,MIX_AVE,,,LD.MIX_AVE 13.8,4426,4004,7001,SWCT,Western CT,7603,41.372077,-72.923805
MONADNOCK,MONADNCK,,,LD.MONADNCK34.5,4403,4002,7000,VT,New Hampshire,7610,42.829667,-72.167167
MONMOUTH,MONMOUTH,,,LD.MONMOUTH12,40034,4001,7000,ME,Maine,7606,44.18893,-69.99363
MONMOUTH,MONMOUTH,,,LD.MONMOUTH34.5,40035,4001,7000,ME,Maine,7606,44.18893,-69.99363
MONTAGUE,MONTAGUE,,,LD.MONTAGUE13.8,4510,4007,7000,WMA,Western MA,7618,42.587307,-72.57738
MONTAGUE,MONTAGUE,CABOT,CABT,UN.MONTAGUE13.8CABT,14801,4007,7000,WMA,Western MA,7618,42.587307,-72.57738
MONTAGUE,MONTAGUE,TURNERSFALLS,TURN,UN.MONTAGUE13.8TURN,14808,4007,7000,WMA,Western MA,7618,42.587307,-72.57738
MONTVILLE,MONTVLLE,MONTVILLE 10 AND 11,MO10,UN.MONTVLLE69  MO10,492,4004,7002,CT,Eastern CT,7600,41.428908,-72.104379
MONTVILLE,MONTVLLE,MONTVILLE 5,MON5,UN.MONTVLLE13.8MON5,493,4004,7002,CT,Eastern CT,7600,41.428908,-72.104379
MONTVILLE,MONTVLLE,MONTVILLE 6,MON6,UN.MONTVLLE22.0MON6,494,4004,7002,CT,Eastern CT,7600,41.428908,-72.104379
MOORE,MOORE,,,LD.MOORE   13.8,4265,4002,7000,NH,New Hampshire,7610,44.329094,-71.88435
MOORE,MOORE,MOORE 1,MOR1,UN.MOORE   13.8MOR1,47370,4002,7000,NH,New Hampshire,7610,44.329094,-71.88435
MOORE,MOORE,MOORE 2,MOR2,UN.MOORE   13.8MOR2,47371,4002,7000,NH,New Hampshire,7610,44.329094,-71.88435
MOORE,MOORE,MOORE 3,MOR3,UN.MOORE   13.8MOR3,47372,4002,7000,NH,New Hampshire,7610,44.329094,-71.88435
MOORE,MOORE,MOORE 4,MOR4,UN.MOORE   13.8MOR4,47373,4002,7000,NH,New Hampshire,7610,44.329094,-71.88435
MOORE,MOORE,MOORE 5,MOR5,UN.MOORE   13.8MOR5,69828,4002,7000,NH,New Hampshire,7610,44.329094,-71.88435
MOSHERS,MOSHERS,,,LD.MOSHERS 34.5,4177,4001,7000,SME,Portland Maine,7607,43.683585,-70.399428
MOSHERS,MOSHERS,,,LD.MOSHERS 12.5,46655,4001,7000,SME,Portland Maine,7607,43.683585,-70.399428
MOUNT SUPPORT,MT_SUPP,,,LD.MT_SUPP 13.8,4267,4002,7000,VT,New Hampshire,7610,43.684012,-72.273908
MUSSEY ROAD,MUSSEYRD,,,LD.MUSSEYRD34.5,14796,4001,7000,SME,Portland Maine,7607,43.621858,-70.330357
MYSTIC,MYSTC_NU,,,LD.MYSTC_NU34.5,4564,4004,7002,CT,Eastern CT,7600,41.366467,-71.960267
MYSTIC,MYSTC_NU,,,LD.MYSTC_NU13.8,44031,4004,7002,CT,Eastern CT,7600,41.366467,-71.960267
MYSTIC,MYSTIC,,,LD.MYSTIC  24.0,4087,4008,7003,BOSTON,Boston,7608,42.3901,-71.0699
MYSTIC,MYSTIC,,,LD.MYSTIC  13.8,17227,4008,7003,BOSTON,Boston,7608,42.3901,-71.0699
MID WEYMOUTH,M_WEYMTH,,,LD.M_WEYMTH13.8,4374,4006,7000,SEMA,SEMA,7613,42.201954,-70.953698
NASONVILLE,NASNVILL,,,LD.NASNVILL13.8,4197,4005,7000,RI,Rhode Island,7619,41.974214,-71.609791
NEEDHAM,NEEDHAM,,,LD.NEEDHAM 13.8,4113,4008,7003,BOSTON,Boston,7608,42.2717,-71.2394
NEWCASTLE,NEWCASTL,,,LD.NEWCASTL34.5,4129,4001,7000,ME,Maine,7606,44.082897,-69.557984
NEWFANE,NEWFANE,,,LD.NEWFANE 46,36881,4003,7000,VT,Vermont,7615,42.9677,-72.652
NEWINGTON,NEWINGTN,NEWINGTON 1,NEWI,UN.NEWINGTN24.0NEWI,508,4002,7000,NH,New Hampshire,7610,43.0982,-70.7923
NEWINGTON,NEWNGTON,,,LD.NEWNGTON23,4621,4004,7002,CT,Western CT,7604,41.717601,-72.750861
NEWTOWN,NEWTOWN,,,LD.NEWTOWN 13.8,4595,4004,7001,SWCT,Western CT,7603,41.391186,-73.290031
NEWINGTON ENERGY,NEW_ENER,"EP NEWINGTON ENERGY, LLC",NEWE,UN.NEW_ENER18.0NEWE,1649,4002,7000,NH,New Hampshire,7610,43.105382,-70.806023
NEW HAVEN,NEW_HAVN,,,LD.NEW_HAVN46,4456,4003,7000,VT,Northwest Vermont,7614,44.121351,-73.16348
N.E. SIMSBURY,NE_SIMSB,,,LD.NE_SIMSB23,4565,4004,7002,CT,Western CT,7604,41.90839,-72.792046
N.E. SIMSBURY,NE_SIMSB,DWW SOLAR,DWWS,UN.NE_SIMSB23  DWWS,67732,4004,7002,CT,Western CT,7604,41.90839,-72.792046
NORTH MARLBORO,NMARLBRO,,,LD.NMARLBRO13.8,4324,4007,7000,CMA/NEMA,Central MA,7616,42.362908,-71.600765
NOERA STREET,NOERA_ST,,,LD.NOERA_ST13.8,4499,4004,7001,SWCT,Western CT,7603,41.565905,-73.025163
NORTH ROAD,NORTH_RD,,,LD.NORTH_RD34.5,4394,4002,7000,NH,New Hampshire,7610,43.391647,-72.099039
NORTH ROAD,NORTH_RD,"NERP SPRINGFIELD, LLC",HEMP,UN.NORTH_RD34.5HEMP,436,4002,7000,NH,New Hampshire,7610,43.391647,-72.099039
NORTH ROAD,NORTH_RD,LEMPSTER WIND,LEMP,UN.NORTH_RD34.5LEMP,15115,4002,7000,NH,New Hampshire,7610,43.391647,-72.099039
NORWALK,NORWALK,,,LD.NORWALK 27.6,4600,4004,7001,NOR,Norwalk - Stamford,7602,41.127026,-73.428095
NORWALK,NORWALK,,,LD.NORWALK 13.8,4601,4004,7001,NOR,Norwalk - Stamford,7602,41.127026,-73.428095
NORWALK,NORWALK,,,LD.NORWALK 4.8,47561,4004,7001,NOR,Norwalk - Stamford,7602,41.127026,-73.428095
NORWAY,NORWAY,,,LD.NORWAY  34.5,4170,4001,7000,ME,Maine,7606,44.207224,-70.528241
NORWAY,NORWAY,,,LD.NORWAY  12.5,46661,4001,7000,ME,Maine,7606,44.207224,-70.528241
NORWELL,NORWELL,,,LD.NORWELL 13.8,4201,4006,7000,SEMA,SEMA,7613,42.177824,-70.802218
NORWOOD,NORWOOD,,,LD.NORWOOD 13.8,4122,4006,7000,SEMA,SEMA,7613,42.2038,-71.2534
NORTHBORO ROAD,NRTHBORO,,,LD.NRTHBORO69,4323,4007,7000,CMA/NEMA,Central MA,7616,42.315274,-71.571518
NORTH ABINGTON,N_ABNGTN,,,LD.N_ABNGTN13.8,4203,4006,7000,SEMA,SEMA,7613,42.126359,-70.93462
NORTH ATTLEBORO,N_ATTLEB,,,LD.N_ATTLEB13.8T1_LD,4482,4006,7000,RI,SEMA,7613,41.9522,-71.2985
NORTH ATTLEBORO,N_ATTLEB,,,LD.N_ATTLEB13.8T2T3_LD,67525,4006,7000,RI,SEMA,7613,41.9522,-71.2985
NORTH AUGUSTA,N_AUGSTA,,,LD.N_AUGSTA12.5,4149,4001,7000,ME,Maine,7606,44.363549,-69.797955
NORTH AUGUSTA,N_AUGSTA,,,LD.N_AUGSTA34.5,43592,4001,7000,ME,Maine,7606,44.363549,-69.797955
NORTH BLOOMFIELD,N_BLOOM,,,LD.N_BLOOM 23,4490,4004,7002,CT,Northern CT,7601,41.892308,-72.757139
NORTH CANAL,N_CANAL,,,LD.N_CANAL 13.8,42059,4007,7000,WMA,Springfield MA,7617,42.1998,-72.5972
NORTH CANAL,N_CANAL,HADLEY FALLS 1&2,HADL,UN.N_CANAL 34.5HADL,769,4007,7000,WMA,Springfield MA,7617,42.1998,-72.5972
NORTH CANAL,N_CANAL,,,LD.N_CANAL 34.5,42058,4007,7000,WMA,Springfield MA,7617,42.1998,-72.5972
NORTH CHELMSFORD,N_CHELM,,,LD.N_CHELM 23,4272,4007,7000,CMA/NEMA,Central MA,7616,42.636433,-71.377503
NORTH DRACUT,N_DRACUT,,,LD.N_DRACUT13.2,4355,4007,7000,CMA/NEMA,Central MA,7616,42.688346,-71.310003
NORTH FERRISBURGH,N_FERRIS,,,LD.N_FERRIS12.5,15412,4003,7000,VT,Northwest Vermont,7614,44.253367,-73.256215
NORTH HAVEN,N_HAVEN,,,LD.N_HAVEN 13.8,4424,4004,7001,SWCT,Western CT,7603,41.414767,-72.842966
NORTH KEENE,N_KEENE,,,LD.N_KEENE 12.5,48673,4002,7000,NH,New Hampshire,7610,42.9437,-72.3
NORTH OXFORD,N_OXFORD,,,LD.N_OXFORD13.2,4254,4007,7000,WMA,Western MA,7618,42.152997,-71.881565
NORTH OXFORD,N_OXFORD,FRENCH RIVER,FRS,UN.N_OXFORD13.2FRS,48083,4007,7000,WMA,Western MA,7618,42.152997,-71.881565
NORTH QUINCY,N_QUINCY,,,LD.N_QUINCY13.8,4327,4006,7000,SEMA,SEMA,7613,42.278634,-71.033065
NORTH READING,N_READNG,,,LD.N_READNG13.8,4471,4008,7003,BOSTON,North Shore,7609,42.567115,-71.09843
NORTH RUTLAND,N_RUTLND,,,LD.N_RUTLND46,4459,4003,7000,VT,Vermont,7615,43.634119,-72.97274
NORTH RUTLAND,N_RUTLND,,,UN.N_RUTLND46  RUT5,549,4003,7000,VT,Vermont,7615,43.634119,-72.97274
NORTH WALLINGFORD,N_WALFRD,,,LD.N_WALFRD13.8,4620,4004,7002,CT,Western CT,7604,41.491925,-72.762128
NORTH WOBURN,N_WOBURN,,,LD.N_WOBURN13.8110A LD,4891,4008,7003,BOSTON,North Shore,7609,42.5089,-71.1268
NORTH WOBURN,N_WOBURN,,,LD.N_WOBURN13.8110B LD,4892,4008,7003,BOSTON,North Shore,7609,42.5089,-71.1268
NORTH WOODSTOCK,N_WODSTK,,,LD.N_WODSTK34.5,4385,4002,7000,NH,New Hampshire,7610,44.01134,-71.676967
OAKFIELD,OAKFIELD,OAKFIELD WIND,OAKW,UN.OAKFIELD34.5OAKW,46951,4001,7000,BHE,Bangor Hydro,7605,46.050639,-68.051917
OAK HILL,OAK_HILL,,,LD.OAK_HILL34.5,4391,4002,7000,NH,New Hampshire,7610,43.276573,-71.543591
OAK HILL,OAK_HILL,SES CONCORD,CONC,UN.OAK_HILL34.5CONC,767,4002,7000,NH,New Hampshire,7610,43.276573,-71.543591
OAK STREET,OAK_ST,,,LD.OAK_ST  23,10571,4006,7000,SEMA,Lower SEMA,7612,41.687063,-70.349858
OCEAN ROAD,OCEAN_RD,,,LD.OCEAN_RD34.5,4413,4002,7000,NH,Seacoast,7611,43.0425,-70.815
OCEAN STATE,OCEAN_ST,OCEAN ST PWR GT1/GT2/ST1,OSP1,UN.OCEAN_ST13.8OSP1,528,4005,7000,RI,Rhode Island,7619,42.010241,-71.673715
OCEAN STATE,OCEAN_ST,OCEAN ST PWR GT3/GT4/ST2,OSP2,UN.OCEAN_ST13.8OSP2,529,4005,7000,RI,Rhode Island,7619,42.010241,-71.673715
OLD BAPTIST ROAD,OLD_BAPT,,,LD.OLD_BAPT12.5T1 LD,4893,4005,7000,RI,Rhode Island,7619,41.609735,-71.477442
OLD BAPTIST ROAD,OLD_BAPT,,,LD.OLD_BAPT12.5T2 LD,4894,4005,7000,RI,Rhode Island,7619,41.609735,-71.477442
OLD TOWN,OLD_TOWN,,,LD.OLD_TOWN13.8,4438,4004,7001,NOR,Norwalk - Stamford,7602,41.224362,-73.216803
ORCHARD,ORCHARD,,,LD.ORCHARD 13.8,4525,4007,7000,WMA,Springfield MA,7617,42.160409,-72.508607
ORLEANS,ORLEANS,,,LD.ORLEANS 24.0,16252,4006,7000,SEMA,Lower SEMA,7612,41.780333,-69.999087
OSWALD,OSWALD,,,LD.OSWALD  23,4503,4007,7000,WMA,Western MA,7618,42.437235,-73.287714
OTIS,OTIS,,,LD.OTIS    23,4228,4006,7000,SEMA,Lower SEMA,7612,41.7189,-70.579
OXFORD,OXFORD,,,LD.OXFORD  13.8,14840,4004,7001,SWCT,Western CT,7603,41.465949,-73.132854
PALMER,PALMER,,,LD.PALMER  13.2,4315,4007,7000,WMA,Western MA,7618,42.145189,-72.302957
PALMER,PALMER,,,LD.PALMER  69,4316,4007,7000,WMA,Western MA,7618,42.145189,-72.302957
PALMER,PALMER,,,LD.PALMER  23,40040,4007,7000,WMA,Western MA,7618,42.145189,-72.302957
PARIS,PARIS,"GRANITE RELIABLE POWER, LLC",GRPW,UN.PARIS   34.5GRPW,14595,4002,7000,NH,New Hampshire,7610,44.703776,-71.292318
PARKVIEW,PARKVIEW,,,LD.PARKVIEW13.8,4208,4006,7000,SEMA,SEMA,7613,42.1027,-71.073148
PARK STREET,PARK_ST,,,LD.PARK_ST 34.5,4146,4001,7000,ME,Maine,7606,44.10229,-69.122811
PARTRIDGE,PARTRIDG,,,LD.PARTRIDG23,4500,4007,7000,WMA,Western MA,7618,42.487408,-73.216587
PARTRIDGE,PARTRIDG,BERKSHIRE WIND POWER PROJECT,BRKW,UN.PARTRIDG23  BRKW,16614,4007,7000,WMA,Western MA,7618,42.487408,-73.216587
PARTRIDGE,PARTRIDG,BERKSHIRE WIND PHASE 2,BR2W,UN.PARTRIDG23  BR2W,67726,4007,7000,WMA,Western MA,7618,42.487408,-73.216587
PASSADUMKEAG WINDPARK,PASADMKG,PASSADUMKEAG WIND PROJECT,PASW,UN.PASADMKG34.5PASW,38417,4001,7000,BHE,Bangor Hydro,7605,45.03675,-68.589889
PAVE PAWS,PAVEPAWS,,,LD.PAVEPAWS23,4230,4006,7000,SEMA,Lower SEMA,7612,41.766478,-70.558105
PAWTUCKET,PAWTUCKT,,,LD.PAWTUCKT13.8,4217,4005,7000,RI,Rhode Island,7619,41.86732,-71.381789
PAXTON,PAXTON,,,LD.PAXTON  13.8,4477,4007,7000,WMA,Western MA,7618,42.29139,-71.945472
PEACEABLE,PEACABLE,,,LD.PEACABLE13.8,11727,4004,7001,NOR,Norwalk - Stamford,7602,41.268204,-73.429966
PELHAM,PELHAM,,,LD.PELHAM  13.2,4357,4002,7000,CMA/NEMA,New Hampshire,7610,42.736647,-71.309837
PERRY STREET,PERRY_ST,,,LD.PERRY_ST13.8,4274,4007,7000,CMA/NEMA,Central MA,7616,42.638442,-71.302053
PERRY STREET,PERRY_ST,BOOT MILLS,BOOT,UN.PERRY_ST13.8BOOT,348,4007,7000,CMA/NEMA,Central MA,7616,42.638442,-71.302053
PHILLIPSDALE,PHILIPD,,,LD.PHILIPD 23,4298,4005,7000,RI,Rhode Island,7619,41.845075,-71.366839
PHILLIPS LANE,PHILP_LN,,,LD.PHILP_LN13.8,4200,4006,7000,RI,SEMA,7613,42.114321,-70.870995
ALFRED PIERCE,PIERCE,PIERCE STATION,ALP,UN.PIERCE  13.8ALP,13515,4004,7001,SWCT,Western CT,7603,41.4473,-72.8343
PINE HILL,PINEHILL,,,LD.PINEHILL34.5,4398,4002,7000,NH,New Hampshire,7610,43.056534,-71.444301
PINE HURST,PINEHRST,,,LD.PINEHRST13.2,4260,4007,7000,CMA/NEMA,Central MA,7616,42.539149,-71.216565
